http://www.easyjet.com,YES,2020-05-31 16:32:46.676381,531,696,1227
http://www.easyjet.com,YES,2020-05-31 16:32:46.676358,539,733,1272
http://www.easyjet.com,YES,2020-05-31 16:32:46.760903,532,778,1310
http://www.gmail.com,YES,2020-05-31 16:32:58.757462,789,129,918
http://www.gmail.com,YES,2020-05-31 16:32:58.757443,798,125,923
http://www.gmail.com,YES,2020-05-31 16:32:58.826027,281,58,339
http://www.facebook.com,YES,2020-05-31 16:33:10.844766,381,131,512
http://www.facebook.com,YES,2020-05-31 16:33:10.848117,402,129,531
http://www.facebook.com,YES,2020-05-31 16:33:10.921453,413,147,560
http://www.easyjet.com,YES,2020-05-31 16:33:35.179671,579,770,1349
http://www.easyjet.com,YES,2020-05-31 16:33:35.187613,598,746,1344
http://www.easyjet.com,YES,2020-05-31 16:33:35.194278,561,782,1343
http://www.gmail.com,YES,2020-05-31 16:33:47.272447,798,126,924
http://www.gmail.com,YES,2020-05-31 16:33:47.273096,777,124,901
http://www.gmail.com,YES,2020-05-31 16:33:47.294318,304,59,363
http://www.facebook.com,YES,2020-05-31 16:33:59.350810,381,136,517
http://www.facebook.com,YES,2020-05-31 16:33:59.369675,84,55,139
http://www.facebook.com,YES,2020-05-31 16:33:59.404842,396,159,555
http://www.easyjet.com,YES,2020-05-31 16:34:23.611180,572,690,1262
http://www.easyjet.com,YES,2020-05-31 16:34:23.624881,534,681,1215
http://www.easyjet.com,YES,2020-05-31 16:34:23.652470,517,661,1178
http://www.gmail.com,YES,2020-05-31 16:34:35.702920,801,129,930
http://www.gmail.com,YES,2020-05-31 16:34:35.715909,780,129,909
http://www.gmail.com,YES,2020-05-31 16:34:35.724606,779,171,950
http://www.facebook.com,YES,2020-05-31 16:34:47.800793,400,133,533
http://www.facebook.com,YES,2020-05-31 16:34:47.816293,74,60,134
http://www.facebook.com,YES,2020-05-31 16:34:47.819933,381,166,547
http://www.easyjet.com,YES,2020-05-31 16:35:12.055503,562,720,1282
http://www.easyjet.com,YES,2020-05-31 16:35:12.066129,530,728,1258
http://www.easyjet.com,YES,2020-05-31 16:35:12.077536,561,716,1277
http://www.gmail.com,YES,2020-05-31 16:35:24.176515,792,126,918
http://www.gmail.com,YES,2020-05-31 16:35:24.176500,771,127,898
http://www.gmail.com,YES,2020-05-31 16:35:24.183953,755,169,924
http://www.facebook.com,YES,2020-05-31 16:35:36.267962,234,59,293
http://www.facebook.com,YES,2020-05-31 16:35:36.270885,569,124,693
http://www.facebook.com,YES,2020-05-31 16:35:36.277437,560,172,732
http://www.easyjet.com,YES,2020-05-31 16:39:05.901280,553,642,1195
http://www.easyjet.com,YES,2020-05-31 16:39:05.925073,574,712,1286
http://www.easyjet.com,YES,2020-05-31 16:39:05.940638,522,726,1248
http://www.easyjet.com,YES,2020-05-31 16:39:06.207408,584,671,1255
http://www.easyjet.com,YES,2020-05-31 16:39:06.224800,527,649,1176
http://www.gmail.com,NO,2020-05-31 16:39:28.179868,NA,NA,NA
http://www.gmail.com,NO,2020-05-31 16:39:28.202677,NA,NA,NA
http://www.gmail.com,NO,2020-05-31 16:39:28.202652,NA,NA,NA
http://www.gmail.com,NO,2020-05-31 16:39:28.468947,NA,NA,NA
http://www.gmail.com,NO,2020-05-31 16:39:28.488254,NA,NA,NA
http://www.easyjet.com,YES,2020-05-31 16:39:53.132633,541,683,1224
http://www.easyjet.com,YES,2020-05-31 16:39:53.144298,565,719,1284
http://www.easyjet.com,YES,2020-05-31 16:39:53.155880,531,738,1269
http://www.easyjet.com,YES,2020-05-31 16:39:53.158443,572,693,1265
http://www.easyjet.com,YES,2020-05-31 16:39:53.213697,572,725,1297
http://www.gmail.com,NO,2020-05-31 16:40:15.393846,NA,NA,NA
http://www.gmail.com,NO,2020-05-31 16:40:15.393871,NA,NA,NA
http://www.gmail.com,NO,2020-05-31 16:40:15.393885,NA,NA,NA
http://www.gmail.com,NO,2020-05-31 16:40:15.423643,NA,NA,NA
http://www.gmail.com,NO,2020-05-31 16:40:15.467936,NA,NA,NA
http://www.easyjet.com,YES,2020-06-02 18:57:07.232762,649,783,1432
http://www.easyjet.com,YES,2020-06-02 18:57:07.246519,720,847,1567
http://www.gmail.com,YES,2020-06-02 18:57:19.353181,868,126,994
http://www.gmail.com,YES,2020-06-02 18:57:19.398583,872,176,1048
http://www.easyjet.com,YES,2020-06-02 18:57:58.712911,723,723,1446
http://www.easyjet.com,YES,2020-06-02 18:57:58.766923,775,766,1541
http://www.gmail.com,YES,2020-06-02 18:58:10.837227,997,118,1115
http://www.gmail.com,YES,2020-06-02 18:58:10.881901,1016,169,1185
http://www.easyjet.com,YES,2020-06-03 16:46:07.298759,622,697,1319
http://www.gmail.com,YES,2020-06-03 16:46:10.339867,765,73,838
http://www.easyjet.com,YES,2020-06-03 16:46:12.251549,628,676,1304
http://www.facebook.com,YES,2020-06-03 16:46:13.376644,533,59,592
http://www.gmail.com,YES,2020-06-03 16:46:15.392665,1027,69,1096
http://www.youtube.com,YES,2020-06-03 16:46:16.422588,509,63,572
http://www.easyjet.com,YES,2020-06-03 16:46:17.985524,779,756,1535
http://www.facebook.com,YES,2020-06-03 16:46:19.214843,1004,63,1067
http://www.instagram.com,NO,2020-06-03 16:46:22.077024,NA,NA,NA
http://www.youtube.com,YES,2020-06-03 16:46:22.270854,649,71,720
http://www.gmail.com,YES,2020-06-03 16:46:23.196406,1852,62,1914
http://www.easyjet.com,YES,2020-06-03 16:46:23.420231,1542,917,2459
http://www.instagram.com,YES,2020-06-03 16:46:25.433217,1048,60,1108
http://www.gmail.com,NO,2020-06-03 16:46:28.773894,NA,NA,NA
http://www.facebook.com,NO,2020-06-03 16:46:29.366984,NA,NA,NA
http://www.easyjet.com,NO,2020-06-03 16:46:29.981919,NA,NA,NA
http://www.easyjet.com,NO,2020-06-03 16:46:33.481890,NA,NA,NA
http://www.facebook.com,NO,2020-06-03 16:46:33.833368,NA,NA,NA
