URL,IsLoadedStatus,TimeStamp,ResponseTime,PageLoadTime,RoundTrip
http://www.easyjet.com,YES,2020-07-19 12:49:30.624076,1268,685,1953
http://www.easyjet.com,YES,2020-07-19 12:49:32.290398,454,665,1119
http://www.gmail.com,YES,2020-07-19 12:49:41.697865,796,106,902
http://www.gmail.com,YES,2020-07-19 12:49:43.365273,600,108,708
http://www.facebook.com,YES,2020-07-19 12:49:52.777048,575,105,680
http://www.facebook.com,YES,2020-07-19 12:49:54.445905,315,110,425
http://www.youtube.com,YES,2020-07-19 12:50:03.854349,466,104,570
http://www.youtube.com,YES,2020-07-19 12:50:05.513151,309,103,412
http://www.instagram.com,YES,2020-07-19 12:50:14.926450,615,104,719
http://www.instagram.com,YES,2020-07-19 12:50:16.589768,310,100,410
http://www.easyjet.com,YES,2020-07-19 12:51:15.734382,463,670,1133
http://www.easyjet.com,YES,2020-07-19 12:51:18.686394,471,647,1118
http://www.gmail.com,YES,2020-07-19 12:51:26.807516,603,107,710
http://www.gmail.com,YES,2020-07-19 12:51:29.752084,634,99,733
http://www.facebook.com,YES,2020-07-19 12:51:37.894081,319,101,420
http://www.facebook.com,YES,2020-07-19 12:51:40.836618,316,99,415
http://www.youtube.com,YES,2020-07-19 12:51:48.965169,331,110,441
http://www.youtube.com,YES,2020-07-19 12:51:51.925558,312,102,414
http://www.instagram.com,YES,2020-07-19 12:52:00.042303,314,106,420
http://www.instagram.com,YES,2020-07-19 12:52:03.009089,309,97,406
http://www.easyjet.com,YES,2020-07-19 12:53:02.075706,478,642,1120
http://www.easyjet.com,YES,2020-07-19 12:53:05.163112,590,636,1226
http://www.gmail.com,YES,2020-07-19 12:53:13.158571,750,103,853
http://www.gmail.com,YES,2020-07-19 12:53:16.250765,612,108,720
http://www.facebook.com,YES,2020-07-19 12:53:24.254005,433,104,537
http://www.facebook.com,YES,2020-07-19 12:53:27.337435,324,104,428
http://www.youtube.com,YES,2020-07-19 12:53:35.327140,436,143,579
http://www.youtube.com,YES,2020-07-19 12:53:38.422505,310,137,447
http://www.instagram.com,YES,2020-07-19 12:53:46.399394,500,134,634
http://www.instagram.com,YES,2020-07-19 12:53:49.497480,316,141,457
http://www.easyjet.com,YES,2020-07-19 12:54:48.583095,461,675,1136
http://www.easyjet.com,YES,2020-07-19 12:54:51.576684,450,649,1099
http://www.gmail.com,YES,2020-07-19 12:54:59.661329,642,105,747
http://www.gmail.com,YES,2020-07-19 12:55:02.644181,650,106,756
http://www.facebook.com,YES,2020-07-19 12:55:10.755048,316,114,430
http://www.facebook.com,YES,2020-07-19 12:55:13.731605,313,105,418
http://www.youtube.com,YES,2020-07-19 12:55:21.840340,329,105,434
http://www.youtube.com,YES,2020-07-19 12:55:24.794296,339,102,441
http://www.instagram.com,YES,2020-07-19 12:55:32.913239,306,101,407
http://www.instagram.com,YES,2020-07-19 12:55:35.863029,313,103,416
http://www.easyjet.com,YES,2020-07-19 12:56:34.938276,468,654,1122
http://www.easyjet.com,YES,2020-07-19 12:56:37.973005,467,651,1118
http://www.gmail.com,YES,2020-07-19 12:56:46.021568,625,105,730
http://www.gmail.com,YES,2020-07-19 12:56:49.042430,612,109,721
http://www.facebook.com,YES,2020-07-19 12:56:57.098844,338,107,445
http://www.facebook.com,YES,2020-07-19 12:57:00.112959,324,105,429
http://www.youtube.com,YES,2020-07-19 12:57:08.168879,336,108,444
http://www.youtube.com,YES,2020-07-19 12:57:11.180078,325,105,430
http://www.instagram.com,YES,2020-07-19 12:57:19.243339,313,111,424
http://www.instagram.com,YES,2020-07-19 12:57:22.249129,324,99,423
http://www.easyjet.com,YES,2020-07-19 12:58:21.275636,458,638,1096
http://www.easyjet.com,YES,2020-07-19 12:58:24.381322,456,667,1123
http://www.gmail.com,YES,2020-07-19 12:58:32.355738,630,94,724
http://www.gmail.com,YES,2020-07-19 12:58:35.460076,604,101,705
http://www.facebook.com,YES,2020-07-19 12:58:43.441336,327,114,441
http://www.facebook.com,YES,2020-07-19 12:58:46.547725,334,107,441
http://www.youtube.com,YES,2020-07-19 12:58:54.528236,314,101,415
http://www.youtube.com,YES,2020-07-19 12:58:57.625718,332,101,433
http://www.instagram.com,YES,2020-07-19 12:59:05.597241,312,99,411
http://www.instagram.com,YES,2020-07-19 12:59:08.693229,331,97,428
http://www.easyjet.com,YES,2020-07-19 13:00:08.101753,493,685,1178
http://www.easyjet.com,YES,2020-07-19 13:00:10.751861,448,633,1081
http://www.gmail.com,YES,2020-07-19 13:00:19.177925,643,107,750
http://www.gmail.com,YES,2020-07-19 13:00:21.820076,601,103,704
